username,role,category1,category2
vincelm,normalUser,Exploration:1020,Educational:1094
rangerhalt98,normalUser,Negotiation:1026,Transportation:1011
netboy,normalUser,Word-game:1025,Murder/Mystery:1040
bmc88,normalUser,Negotiation:1026,Economic:1021
raymazza,normalUser,Collectible Components:1044,Ancient:1050
hakuin,normalUser,Medieval:1035,Print & Play:1120
wtanaka,normalUser,Word-game:1025,Abstact Strategy:1009
woodstock1144,normalUser,Murder/Mystery:1040,Puzzle:1028
kishiru krew,normalUser,Transportation:1011,Miniatures:1047
malleus_berlin,normalUser,Video Game Theme:1101,Economic:1021
skynight8,normalUser,Exploration:1020,Puzzle:1028
eksmen,normalUser,Bluffing:1023,Fantasy:1010
woodgecko,normalUser,Bluffing:1023,Fighting:1046
svelix,normalUser,Economic:1021,Book:1117
nixmix06,normalUser,Sports:1038,Ancient:1050
zenwired,normalUser,Abstact Strategy:1009,Movies/TV/Radio Theme:1064
davedujour,normalUser,Novel-Based:1093,Ancient:1050
loodo,normalUser,Book:1117,Ancient:1050
xavier seynave,normalUser,Territory Building:1086,Humor:1079
topaze,normalUser,Aviation/Flight:2650,Economic:1021
jeffbenner,normalUser,Number:1098,Sports:1038
gstrange42,normalUser,Card Game:1002,Negotiation:1026
zekisverse,normalUser,Video Game Theme:1101,Transportation:1011
hajdasz,normalUser,Napoleonic:1051,Action/Dexterity:1032
lucasmello,normalUser,Abstact Strategy:1009,Travel:1097
terebikun,normalUser,Napoleonic:1051,Action/Dexterity:1032
civodul,normalUser,Fantasy:1010,Modern Warfare:1069
adela_bouvier,normalUser,Fighting:1046,Number:1098
thapaczki,normalUser,Children's Game:1041,Word-game:1025
cbpoindexter,normalUser,Fighting:1046,Travel:1097
clichegoth,normalUser,Number:1098,Territory Building:1086
leepayne,normalUser,Science Fiction:1016,Racing:1031
midsummer night,normalUser,Party Game:1030,Fighting:1046
reese108,normalUser,Bluffing:1023,Modern Warfare:1069
dunderbund,normalUser,Puzzle:1028,Medical:2145
jdoublep,normalUser,Children's Game:1041,World War II: 1049
magistrablack,normalUser,Science Fiction:1016,Deduction:1039
greenmangaming,normalUser,Miniatures:1047,Movies/TV/Radio Theme:1064
safety pin,normalUser,Animals:1089,Travel:1097
neowulf,normalUser,Animals:1089,Transportation:1011
robhj,normalUser,Animals:1089,Exploration:1020
ludwigman,normalUser,Racing:1031,Abstact Strategy:1009
berdzi,normalUser,Card Game:1002,Trains:1034
lithojazzosphere,normalUser,Action/Dexterity:1032,Territory Building:1086
ktenille,normalUser,Party Game:1030,Video Game Theme:1101
blakemortimer74,normalUser,Puzzle:1028,Adventure:1022
ekrch,normalUser,Movies/TV/Radio Theme:1064,Bluffing:1023
tracerfire,normalUser,Science Fiction:1016,Novel-Based:1093
jonasselander,normalUser,Fantasy:1010,Action/Dexterity:1032
richardwinskill,normalUser,Dice:1017,Party Game:1030
juniperjuniper,normalUser,Educational:1094,Word-game:1025
piratebrawl,normalUser,Educational:1094,Exploration:1020
cradleofchaos,normalUser,Science Fiction:1016,Fantasy:1010
hideoushades,normalUser,Dice:1017,Adventure:1022
filos of isk,normalUser,Action/Dexterity:1032,Number:1098
opspin,normalUser,Territory Building:1086,Number:1098
finneganbry,normalUser,World War II: 1049,Real-time:1037
leendersm,normalUser,Movies/TV/Radio Theme:1064,Abstact Strategy:1009
lastor,normalUser,Aviation/Flight:2650,Napoleonic:1051
ignatzzz,normalUser,Word-game:1025,Negotiation:1026
esbenmf,normalUser,Medieval:1035,Deduction:1039
filipeoliveira,normalUser,Aviation/Flight:2650,Real-time:1037
marypat17,normalUser,Fantasy:1010,Racing:1031
wineguy,normalUser,Spies/Secret Agents:1081,Economic:1021
davidsili,normalUser,Ancient:1050,Novel-Based:1093
asynja,normalUser,Medical:2145,Action/Dexterity:1032
fortunatus,normalUser,Zombies:2481,Abstact Strategy:1009
alex1326,normalUser,Puzzle:1028,Card Game:1002
djaisin,normalUser,Murder/Mystery:1040,Ancient:1050
el barto,normalUser,Print & Play:1120,Modern Warfare:1069
raoulvolfoni,normalUser,Novel-Based:1093,Exploration:1020
luxtom,normalUser,Novel-Based:1093,Murder/Mystery:1040
georgescu,normalUser,Sports:1038,Racing:1031
prosopopoeia,normalUser,Zombies:2481,Educational:1094
steelman,normalUser,Number:1098,Children's Game:1041
jontte,normalUser,Bluffing:1023,Number:1098
mjollie4,normalUser,Napoleonic:1051,Memory:1045
erilua,normalUser,Party Game:1030,Memory:1045
anttighost,normalUser,Medical:2145,Sports:1038
oskamo,normalUser,Ancient:1050,Real-time:1037
sittpuff,normalUser,Educational:1094,Transportation:1011
mme sillypants,normalUser,Memory:1045,Economic:1021
bigjeff,normalUser,Zombies:2481,Action/Dexterity:1032
zorroh,normalUser,Children's Game:1041,Medical:2145
rlitchfield,normalUser,Transportation:1011,Children's Game:1041
tituscrowe,normalUser,Educational:1094,Book:1117
ddbrown30,normalUser,Exploration:1020,Modern Warfare:1069
erik de baan,normalUser,Spies/Secret Agents:1081,Travel:1097
pricero1,normalUser,Memory:1045,Medieval:1035
iqamartroy24,normalUser,Territory Building:1086,Bluffing:1023
spielkamerad,normalUser,Modern Warfare:1069,Sports:1038
micamouse,normalUser,Medical:2145,Collectible Components:1044
egzc,normalUser,Racing:1031,Children's Game:1041
matee,normalUser,Novel-Based:1093,Fantasy:1010
robertlc71,normalUser,Humor:1079,Bluffing:1023
minibart,normalUser,Napoleonic:1051,Miniatures:1047
ints,normalUser,Dice:1017,Deduction:1039
kinghartuc,normalUser,Fighting:1046,Aviation/Flight:2650
valz,normalUser,Animals:1089,World War II: 1049
dionysosgames,normalUser,Book:1117,Collectible Components:1044
annikal,normalUser,Puzzle:1028,Modern Warfare:1069
rbk2012,normalUser,Travel:1097,Medieval:1035
stefanrotmark,normalUser,Card Game:1002,Spies/Secret Agents:1081
magic moon,normalUser,Video Game Theme:1101,Economic:1021
nyxiax,normalUser,Party Game:1030,Travel:1097
inx777,normalUser,Party Game:1030,Adventure:1022
meijake,normalUser,Miniatures:1047,World War II: 1049
puldis,normalUser,Dice:1017,Fighting:1046
wylx,normalUser,Action/Dexterity:1032,Medical:2145
worldoftwilights,normalUser,Fantasy:1010,Zombies:2481
alessar,normalUser,Bluffing:1023,Science Fiction:1016
sly82,normalUser,Book:1117,Sports:1038
realddrjiun,normalUser,Book:1117,Dice:1017
lexaqulia,normalUser,Negotiation:1026,Science Fiction:1016
markgrieve,normalUser,Spies/Secret Agents:1081,Animals:1089
rps00,normalUser,Trains:1034,Movies/TV/Radio Theme:1064
mslgean,normalUser,Deduction:1039,Memory:1045
philouhk,normalUser,Children's Game:1041,Aviation/Flight:2650
bnys,normalUser,Wargame:1019,Medieval:1035
greendan,normalUser,Murder/Mystery:1040,Aviation/Flight:2650
elfstory,normalUser,Sports:1038,Deduction:1039
tech7,normalUser,Medical:2145,Movies/TV/Radio Theme:1064
koffer,normalUser,Word-game:1025,Memory:1045
slyr,normalUser,Dice:1017,Humor:1079
baylor,normalUser,Science Fiction:1016,Transportation:1011
oaklady,normalUser,Zombies:2481,Negotiation:1026
parzival,normalUser,Puzzle:1028,Word-game:1025
plastic yank,normalUser,Travel:1097,Novel-Based:1093
korekpeter,normalUser,Novel-Based:1093,Fantasy:1010
fomalhot,normalUser,Zombies:2481,Novel-Based:1093
vanillaflava,normalUser,Novel-Based:1093,Science Fiction:1016
seppelelch,normalUser,Deduction:1039,Memory:1045
firerider,normalUser,Spies/Secret Agents:1081,Racing:1031
paka,normalUser,Negotiation:1026,Medical:2145
bigsofty,normalUser,Science Fiction:1016,Napoleonic:1051
esus,normalUser,Fantasy:1010,Medical:2145
beachhead,normalUser,Bluffing:1023,Sports:1038
bock,normalUser,Fantasy:1010,Dice:1017
aennok,normalUser,Abstact Strategy:1009,Puzzle:1028
vegandodo0,normalUser,Science Fiction:1016,Real-time:1037
joepinion,normalUser,Racing:1031,Wargame:1019
becksterooney,normalUser,Murder/Mystery:1040,Animals:1089
mlgmannin,normalUser,Ancient:1050,Fantasy:1010
happyhikeruk,normalUser,Card Game:1002,Puzzle:1028
quietschfidel,normalUser,Aviation/Flight:2650,Movies/TV/Radio Theme:1064
bveld,normalUser,Science Fiction:1016,Trains:1034
ecraven,normalUser,Card Game:1002,Word-game:1025
mcmillan842,normalUser,Ancient:1050,Science Fiction:1016
camerastylo,normalUser,Print & Play:1120,Movies/TV/Radio Theme:1064
galinette,normalUser,Aviation/Flight:2650,Collectible Components:1044
elean,normalUser,Fighting:1046,Aviation/Flight:2650
knyazoo,normalUser,Economic:1021,Exploration:1020
schmatzy,normalUser,Video Game Theme:1101,Print & Play:1120
jongkong,normalUser,Travel:1097,Transportation:1011
kentalot,normalUser,Children's Game:1041,Word-game:1025
keresettferi,normalUser,Territory Building:1086,Travel:1097
judgecenturion,normalUser,Animals:1089,Science Fiction:1016
natyli78,normalUser,Number:1098,Fantasy:1010
marslakoo,normalUser,Educational:1094,Puzzle:1028
harmonious,normalUser,Real-time:1037,Zombies:2481
annalyse_de,normalUser,Memory:1045,Wargame:1019
verandi,normalUser,Zombies:2481,Murder/Mystery:1040
wargh1000,normalUser,Deduction:1039,Miniatures:1047
fellegh,normalUser,Negotiation:1026,Bluffing:1023
scruffybadger,normalUser,Print & Play:1120,Zombies:2481
alkhimmikk,normalUser,Abstact Strategy:1009,Educational:1094
kvn299,normalUser,Animals:1089,Adventure:1022
postmark,normalUser,Puzzle:1028,Wargame:1019
gyntril,normalUser,Movies/TV/Radio Theme:1064,World War II: 1049
krikkit,normalUser,Party Game:1030,Number:1098
berlinboardgamer,normalUser,Fighting:1046,Transportation:1011
actc,normalUser,Medical:2145,World War II: 1049
arun_michael,normalUser,Real-time:1037,Novel-Based:1093
gareth_lazelle,normalUser,Economic:1021,Napoleonic:1051
hamiltone,normalUser,Humor:1079,Sports:1038
zerknautscher,normalUser,Real-time:1037,Collectible Components:1044
drjohnny,normalUser,Card Game:1002,Puzzle:1028
khuisinga,normalUser,Sports:1038,Miniatures:1047
langsz,normalUser,Bluffing:1023,Trains:1034
clevermojo,normalUser,Abstact Strategy:1009,Card Game:1002
when i grow up,normalUser,Zombies:2481,World War II: 1049
boardgamist,normalUser,Educational:1094,Video Game Theme:1101
marlinus64,normalUser,Bluffing:1023,Novel-Based:1093
astomps,normalUser,Modern Warfare:1069,Exploration:1020
ferris1971,normalUser,Children's Game:1041,Transportation:1011
olly3,normalUser,Fighting:1046,Spies/Secret Agents:1081
jokastrength,normalUser,Negotiation:1026,Dice:1017
bayruun,normalUser,Dice:1017,Memory:1045
skraem,normalUser,Card Game:1002,Fantasy:1010
danimeir,normalUser,Humor:1079,Novel-Based:1093
scottj464,normalUser,Video Game Theme:1101,Science Fiction:1016
b0xors,normalUser,Print & Play:1120,Puzzle:1028
julesblades,normalUser,Travel:1097,Animals:1089
bigix,normalUser,Spies/Secret Agents:1081,Book:1117
girl1999,normalUser,Children's Game:1041,Transportation:1011
tobydjones,normalUser,Napoleonic:1051,Real-time:1037
szeszlera,normalUser,Action/Dexterity:1032,Racing:1031
kedzia79,normalUser,Adventure:1022,Racing:1031
yeahtzin,normalUser,Economic:1021,Racing:1031
robcsi90,normalUser,Trains:1034,Territory Building:1086
balika23,normalUser,Movies/TV/Radio Theme:1064,Dice:1017
periadikoto,normalUser,Fighting:1046,Napoleonic:1051
timothyp,normalUser,Aviation/Flight:2650,Print & Play:1120
geek_1,normalUser,Fighting:1046,Fantasy:1010
erlupocattivo,normalUser,Miniatures:1047,Fantasy:1010
knave,normalUser,Zombies:2481,Collectible Components:1044
sedgeway,normalUser,Medieval:1035,Spies/Secret Agents:1081
albashir,normalUser,Print & Play:1120,Sports:1038
d13robot,normalUser,Fantasy:1010,Word-game:1025
hdb07,normalUser,Napoleonic:1051,Print & Play:1120
adrianaraksha,normalUser,Real-time:1037,Video Game Theme:1101
beewiz,normalUser,Print & Play:1120,Territory Building:1086
don naughton,normalUser,Puzzle:1028,Napoleonic:1051
gokiburijin,normalUser,Memory:1045,Spies/Secret Agents:1081
mickgorbe,normalUser,Number:1098,Abstact Strategy:1009
jinmanbe,normalUser,Science Fiction:1016,Party Game:1030
radwulf,normalUser,Print & Play:1120,Real-time:1037
therock22,normalUser,Word-game:1025,Aviation/Flight:2650
senkifiasenki,normalUser,Miniatures:1047,Humor:1079
fallout_monkey,normalUser,Murder/Mystery:1040,World War II: 1049
nephy,normalUser,Puzzle:1028,Party Game:1030
dannyv,normalUser,Wargame:1019,Book:1117
oldspirit,normalUser,Aviation/Flight:2650,Puzzle:1028
mickiki,normalUser,Card Game:1002,Real-time:1037
rmanes,normalUser,Aviation/Flight:2650,Educational:1094
dragonessgeek,normalUser,Party Game:1030,Fantasy:1010
cliffy73,normalUser,Ancient:1050,Word-game:1025
wbliss46,normalUser,Animals:1089,Action/Dexterity:1032
ctlogan240,normalUser,Transportation:1011,Video Game Theme:1101
jwood7707,normalUser,Ancient:1050,Miniatures:1047
tsandhu22troy,normalUser,Memory:1045,Zombies:2481
esca05,normalUser,Negotiation:1026,Collectible Components:1044
bastion monk,normalUser,Video Game Theme:1101,Memory:1045
unfathomable,normalUser,Number:1098,Real-time:1037
ko03reas,normalUser,Exploration:1020,Territory Building:1086
blue_eagle,normalUser,Word-game:1025,Card Game:1002
versaglobe,normalUser,Territory Building:1086,Bluffing:1023
omasharif,normalUser,Abstact Strategy:1009,World War II: 1049
chris m,normalUser,Travel:1097,Puzzle:1028
igelkott255,normalUser,Medical:2145,Sports:1038
chris66,normalUser,Fantasy:1010,Trains:1034
sunmadar,normalUser,Racing:1031,Card Game:1002
tineren,normalUser,Adventure:1022,Deduction:1039
drkdeath316,normalUser,Video Game Theme:1101,Wargame:1019
junebug217,normalUser,Movies/TV/Radio Theme:1064,Word-game:1025
regex,normalUser,Party Game:1030,Real-time:1037
mulder82,normalUser,Collectible Components:1044,Abstact Strategy:1009
springline,normalUser,Fighting:1046,Territory Building:1086
kubidi,normalUser,Territory Building:1086,Fighting:1046
blarneystone,normalUser,Number:1098,Sports:1038
putialmighty,normalUser,Bluffing:1023,Travel:1097
torvi88,normalUser,Economic:1021,Book:1117
cohensius,normalUser,Bluffing:1023,Collectible Components:1044
klamertje,normalUser,Miniatures:1047,Word-game:1025
boosterseat,normalUser,Negotiation:1026,Humor:1079
mightymouse563,normalUser,World War II: 1049,Novel-Based:1093
nerina93,normalUser,Fantasy:1010,Dice:1017
ugluktheelder,normalUser,Trains:1034,World War II: 1049
boogalou,normalUser,Word-game:1025,Card Game:1002
joda,normalUser,Dice:1017,Aviation/Flight:2650
skacore66,normalUser,Dice:1017,Negotiation:1026
rajahbrooke,normalUser,Spies/Secret Agents:1081,Medical:2145
jsb172135,normalUser,Memory:1045,Educational:1094
jbro827,normalUser,Deduction:1039,Humor:1079
wassermn,normalUser,Collectible Components:1044,Negotiation:1026
zenfire,normalUser,Fighting:1046,Miniatures:1047
mandua,normalUser,Spies/Secret Agents:1081,Bluffing:1023
dementomstie,normalUser,Collectible Components:1044,Exploration:1020
maudylori,normalUser,World War II: 1049,Fantasy:1010
theempire,normalUser,Ancient:1050,Fighting:1046
nick12203,normalUser,Fantasy:1010,Modern Warfare:1069
andres r,normalUser,Humor:1079,Abstact Strategy:1009
flagalac,normalUser,Medical:2145,Novel-Based:1093
cwebb,normalUser,Deduction:1039,Number:1098
sula78,normalUser,Science Fiction:1016,Humor:1079
milha,normalUser,Real-time:1037,Wargame:1019
senatus89,normalUser,Dice:1017,Travel:1097
kehuimac,normalUser,Science Fiction:1016,Medieval:1035
fergrillo,normalUser,Video Game Theme:1101,Racing:1031
dinos,normalUser,Ancient:1050,World War II: 1049
snnoball,normalUser,Trains:1034,Zombies:2481
lilimayorga,normalUser,Fantasy:1010,Abstact Strategy:1009
jmonsalve,normalUser,Party Game:1030,Medieval:1035
camus_dvd,normalUser,Dice:1017,Animals:1089
gjpshh2,normalUser,Humor:1079,Number:1098
recuerdo,normalUser,Real-time:1037,Miniatures:1047
julie in germany,normalUser,Negotiation:1026,Puzzle:1028
tasslehoof,normalUser,Real-time:1037,Economic:1021
diabolik771,normalUser,Book:1117,Napoleonic:1051
frazzledfred,normalUser,Fantasy:1010,Territory Building:1086
ingriddj,normalUser,Real-time:1037,Movies/TV/Radio Theme:1064
chapstick,normalUser,Travel:1097,Movies/TV/Radio Theme:1064
meeple9880,normalUser,Humor:1079,Party Game:1030
avenuelights,normalUser,Collectible Components:1044,World War II: 1049
hutchy86,normalUser,Adventure:1022,Napoleonic:1051
jenatu,normalUser,Territory Building:1086,Negotiation:1026
jenshrimp,normalUser,Transportation:1011,Word-game:1025
vetruviangamer,normalUser,Fighting:1046,Action/Dexterity:1032
iyeman,normalUser,Aviation/Flight:2650,Puzzle:1028
manko,normalUser,Educational:1094,Card Game:1002
desa_turation,normalUser,Action/Dexterity:1032,Puzzle:1028
euplatious,normalUser,Animals:1089,Transportation:1011
tonytryx,normalUser,Party Game:1030,Negotiation:1026
macs,normalUser,Movies/TV/Radio Theme:1064,Miniatures:1047
jabernathy,normalUser,Miniatures:1047,Dice:1017
funbun,normalUser,Aviation/Flight:2650,Wargame:1019
nooblar,normalUser,Word-game:1025,Exploration:1020
bronzedivision,normalUser,Puzzle:1028,Collectible Components:1044
robkoch2112,normalUser,Economic:1021,Print & Play:1120
erikguttman,normalUser,Aviation/Flight:2650,Negotiation:1026
narcis,normalUser,Ancient:1050,Children's Game:1041
genismorera,normalUser,Spies/Secret Agents:1081,Puzzle:1028
anibalcartago,normalUser,Racing:1031,Adventure:1022
awi92,normalUser,Movies/TV/Radio Theme:1064,Medieval:1035
xsmyo,normalUser,Zombies:2481,Book:1117
badgerdbm,normalUser,Territory Building:1086,Video Game Theme:1101
ricardozocca,normalUser,Bluffing:1023,Card Game:1002
panicgames,normalUser,Territory Building:1086,Deduction:1039
kalamidad21,normalUser,Fantasy:1010,Economic:1021
juanmabb,normalUser,Trains:1034,Card Game:1002
biggalah,normalUser,Action/Dexterity:1032,Medieval:1035
hunterlope,normalUser,Miniatures:1047,Animals:1089
noblige,normalUser,Fighting:1046,Racing:1031
kairisan,normalUser,Medieval:1035,Adventure:1022
ltpants,normalUser,Ancient:1050,Economic:1021
kebbne,normalUser,Medical:2145,Humor:1079
art29,normalUser,Economic:1021,Territory Building:1086
lautis,normalUser,Number:1098,Adventure:1022
nerdygirlgamer,normalUser,Territory Building:1086,Animals:1089
rholzgrafe,normalUser,Puzzle:1028,Science Fiction:1016
asel,normalUser,Aviation/Flight:2650,Print & Play:1120
pez105,normalUser,Transportation:1011,Napoleonic:1051
tmachemer,normalUser,Bluffing:1023,Wargame:1019
cpf86,normalUser,Exploration:1020,Adventure:1022
invadernike,normalUser,Ancient:1050,Bluffing:1023
michaelarborden,normalUser,Educational:1094,Print & Play:1120
rabid bear,normalUser,Spies/Secret Agents:1081,Puzzle:1028
streetski,normalUser,Word-game:1025,Economic:1021
bd_waltz,normalUser,Negotiation:1026,Zombies:2481
sjgw137,normalUser,Sports:1038,Book:1117
macsmom,normalUser,Modern Warfare:1069,Miniatures:1047
darthmisster13,normalUser,Educational:1094,Humor:1079
davedave24,normalUser,Word-game:1025,Trains:1034
quinnsclaw,normalUser,Video Game Theme:1101,Movies/TV/Radio Theme:1064
soontobeamovie,normalUser,Card Game:1002,Movies/TV/Radio Theme:1064
atomicbox,normalUser,Economic:1021,Fighting:1046
rasmuse,normalUser,Bluffing:1023,Fighting:1046
lukevis,normalUser,Modern Warfare:1069,Card Game:1002
kyuketsuki,normalUser,Zombies:2481,Abstact Strategy:1009
shiguya,normalUser,Economic:1021,Puzzle:1028
zsele_morn,normalUser,Wargame:1019,Fighting:1046
